,SYSTEMSTOP,OBJECTID,the_geom,STREET,CROSS_ST,DIR,POS,ROUTESSTPG,OWLROUTES,CITY,STATUS,PUBLIC_NAM,Longitude,Latitude
166,11409,41,POINT (-87.762151217 41.96063575800002),MONTROSE,LONG,WB,NS,78,,CHICAGO,1,Montrose & Long,-87.76215122,41.96063576
167,11069,42,POINT (-87.70730498400002 41.932118183),DIVERSEY,KEDZIE,WB,FS,76,,CHICAGO,1,Diversey & Kedzie,-87.70730498,41.93211818
168,9476,43,POINT (-87.598956999 41.736782000999995),87TH STREET,DOBSON,WB,NT,87,,CHICAGO,1,87th Street & Dobson,-87.598957,41.736782
169,17166,44,POINT (-87.73573852499999 41.88072053100001),MADISON,KOSTNER,WB,FS,20,N20,CHICAGO,1,Madison & Kostner,-87.73573853,41.88072053
170,17200,45,POINT (-87.704697394 41.997534512000016),DEVON,SACRAMENTO,WB,FS,155,,CHICAGO,1,Devon & Sacramento,-87.70469739,41.99753451
171,14958,46,POINT (-87.75533410100002 41.880467554000006),MADISON,LARAMIE,WB,FS,20,N20,CHICAGO,1,Madison & Laramie,-87.7553341,41.88046755
172,10096,47,POINT (-87.644377367 41.76890716999998),69TH STREET,HALSTED,WB,NS,67,,CHICAGO,1,69th Street & Halsted,-87.64437737,41.76890717
173,4756,48,POINT (-87.748219619 41.97526249499998),FOSTER,CICERO,EB,NS,92,,CHICAGO,1,Foster & Cicero,-87.74821962,41.9752625
174,9186,49,POINT (-87.62611429499998 41.801872257000014),51ST STREET,STATE,EB,NS,15,,CHICAGO,1,51st Street & State,-87.6261143,41.80187226
175,15480,50,POINT (-87.771127358 41.93845382000001),BELMONT,MENARD,EB,FS,77,N77,CHICAGO,1,Belmont & Menard,-87.77112736,41.93845382
176,6690,51,POINT (-87.67159299999997 41.871466999999996),POLK,WOOD,EB,NS,157,,CHICAGO,1,Polk & Wood,-87.671593,41.871467
177,11028,52,POINT (-87.65362119299999 41.93257845400001),DIVERSEY,SHEFFIELD,EB,FS,76,,CHICAGO,1,Diversey Brown Line Station,-87.65362119,41.93257845
178,2731,53,POINT (-87.71461123699999 41.749517276999995),79TH STREET,LAWNDALE (west leg),EB,NS,79,,CHICAGO,1,79th Street & Lawndale,-87.71461124,41.74951728
179,315,54,POINT (-87.63060610600002 41.86723860799998),ROOSEVELT,CLARK,EB,NS,"12,18,N62",N62,CHICAGO,1,Roosevelt & Clark,-87.63060611,41.86723861
180,8160,55,POINT (-87.67483486200001 41.808446656),47TH STREET,DAMEN,EB,NS,"47,48",,CHICAGO,1,47th Street & Damen,-87.67483486,41.80844666
181,14517,56,POINT (-87.71104248900002 41.89543298900003),CHICAGO,HOMAN,EB,FS,66,N66,CHICAGO,1,Chicago & Homan,-87.71104249,41.89543299
182,10812,57,POINT (-87.56664300099999 41.76580000000001),71ST STREET,YATES,EB,NS,71,,CHICAGO,1,71st Street & Yates,-87.566643,41.7658
183,1721,58,POINT (-87.70904956700002 41.99732670399999),DEVON,KEDZIE,EB,FS,155,,CHICAGO,1,Devon & Kedzie,-87.70904957,41.9973267
184,12499,59,POINT (-87.75703559499999 41.945903586999975),ADDISON,LARAMIE,EB,NS,152,,CHICAGO,1,Addison & Laramie,-87.7570356,41.94590359
185,2033,60,POINT (-87.63465985300002 41.903785035),DIVISION,WELLS,EB,NS,70,,CHICAGO,1,Division & Wells,-87.63465985,41.90378504
186,21,61,POINT (-87.73020000000002 41.87696299999999),JACKSON,KEELER,EB,FS,126,,CHICAGO,1,Jackson & Keeler,-87.7302,41.876963
187,14506,62,POINT (-87.64313113399999 41.735976478),87TH STREET,HALSTED,EB,FS,"24,87",N87,CHICAGO,1,87th Street & Halsted,-87.64313113,41.73597648
188,17131,63,POINT (-87.672091948 41.903194896),DIVISION,WOOD,EB,FS,70,,CHICAGO,1,Division & Wood,-87.67209195,41.9031949
189,12055,64,POINT (-87.67409147799998 42.008930995000014),LUNT,CLARK,EB,NS,96,,CHICAGO,1,Lunt & Clark,-87.67409148,42.008931
190,12969,65,POINT (-87.69374132899998 41.786335619),59TH STREET,CALIFORNIA,EB,NS,59,,CHICAGO,1,59th Street & California,-87.69374133,41.78633562
191,7220,66,POINT (-87.615482531 41.769280546000005),69TH STREET,KING DRIVE,EB,NS,"N5,30,67",N5,CHICAGO,1,69th Street & King Drive,-87.61548253,41.76928055
192,189,67,POINT (-87.68391300000002 41.87388199999998),HARRISON,OAKLEY,EB,NS,7,,CHICAGO,1,Harrison & Oakley,-87.683913,41.873882
193,10285,68,POINT (-87.744822 41.871076000000016),CICERO,LEXINGTON,NB,NS,54,,CHICAGO,1,Cicero & Lexington (Blue Line),-87.744822,41.871076
194,14943,69,POINT (-87.53519336099998 41.702980147999995),EWING,106TH STREET,NB,FS,30,,CHICAGO,1,Ewing & 106th Street,-87.53519336,41.70298015
195,8959,70,POINT (-87.67921999999999 41.972305000000006),DAMEN,ARGYLE,NB,NS,50,,CHICAGO,1,Damen & Argyle,-87.67922,41.972305
196,17192,71,POINT (-87.78532602199999 41.922758156999976),NARRAGANSETT,GRAND,NB,FS,86,,CHICAGO,1,Narragansett & Grand,-87.78532602,41.92275816
197,17213,72,POINT (-87.72497574099998 41.86268890100001),PULASKI,14TH STREET,NB,FS,53,,CHICAGO,1,Pulaski & 14th Street,-87.72497574,41.8626889
198,17344,73,POINT (-87.68699223099998 41.90681175999998),WESTERN,HIRSCH,NB,FS,49,N49,CHICAGO,1,Western & Hirsch,-87.68699223,41.90681176
199,8703,74,POINT (-87.67298324400002 41.736234578999984),DAMEN,87TH STREET,SEB,TERM,48,,CHICAGO,1,Damen & 87th Street Terminal,-87.67298324,41.73623458
200,5019,75,POINT (-87.622673072 41.89846025000003),CHESTNUT,MIES VAN DER ROHE,WB,MB,"10,125",,CHICAGO,1,Chestnut & Mies Van Der Rohe,-87.62267307,41.89846025
201,15121,76,POINT (-87.72934583900002 41.975600106),FOSTER,JEWEL PRKING ENT,WB,MB,92,,CHICAGO,1,Foster & Jewel Prking Ent,-87.72934584,41.97560011
202,5788,77,POINT (-87.64774399999999 41.89345100100002),HALSTED,ERIE,SB,NS,8,,CHICAGO,1,Halsted & Erie,-87.647744,41.893451
203,9943,78,POINT (-87.78782074499998 41.985939883000015),NORTHWEST HWY,NAGLE,SEB,NS,68,,CHICAGO,1,Northwest Hwy & Nagle,-87.78782075,41.98593988
204,8630,79,POINT (-87.683067 41.750001),79TH STREET,WESTERN,EB,NS,169,,CHICAGO,1,79th Street & Western,-87.683067,41.750001
205,16061,80,POINT (-87.67234956300001 41.94483596800001),LINCOLN,CORNELIA,SEB,FS,11,,CHICAGO,1,Lincoln & Cornelia,-87.67234956,41.94483597
206,6511,81,POINT (-87.63125300000002 41.81805000000003),WENTWORTH,4200 SOUTH,SB,MB,24,,CHICAGO,1,4200 S Wentworth,-87.631253,41.81805
207,6496,82,POINT (-87.63194195900002 41.84413073899998),WENTWORTH,27TH STREET,SB,NS,24,,CHICAGO,1,Wentworth & 27th Street,-87.63194196,41.84413074
208,6521,83,POINT (-87.63201200100002 41.800185),WELLS,52ND STREET,SB,NS,24,,CHICAGO,1,Wells & 52nd Street,-87.632012,41.800185
209,7473,84,POINT (-87.65117585500002 41.83791345899999),31ST STREET,MORGAN,EB,NS,31,,CHICAGO,1,31st Street & Morgan,-87.65117586,41.83791346
210,8093,85,POINT (-87.68921337900002 41.808420818),47TH STREET,ROCKWELL,WB,NS,"47,94",,CHICAGO,1,47th Street & Rockwell,-87.68921338,41.80842082
211,9329,86,POINT (-87.756496271 41.938771616999986),BELMONT,LARAMIE,WB,NS,77,N77,CHICAGO,1,Belmont & Laramie,-87.75649627,41.93877162
212,6823,87,POINT (-87.68568273699998 41.85732921699997),18TH STREET,WESTERN,WB,NS,18,,CHICAGO,1,18th Street & Western,-87.68568274,41.85732922
213,8782,88,POINT (-87.67399408099999 41.77943581699998),DAMEN,63RD STREET,SB,NS,48,,CHICAGO,1,Damen & 63rd Street,-87.67399408,41.77943582
214,1818,89,POINT (-87.66243285600001 41.954497335999974),CLARK,IRVING PARK,SB,NS,22,N22,CHICAGO,1,Clark & Irving Park,-87.66243286,41.95449734
215,9036,90,POINT (-87.72564233399999 41.877170045000014),PULASKI,JACKSON,SB,NS,53,N53,CHICAGO,1,Pulaski & Jackson,-87.72564233,41.87717005
216,5855,91,POINT (-87.64447200000001 41.765332),HALSTED,71ST STREET,SB,NS,8,,CHICAGO,1,Halsted & 71st Street,-87.644472,41.765332
217,3834,92,POINT (-87.75575099999998 41.898664000999986),LARAMIE,AUGUSTA,SB,NS,57,,CHICAGO,1,Laramie & Augusta,-87.755751,41.898664
218,4687,93,POINT (-87.80566527299999 41.777261227),63RD STREET,74TH AVENUE,WB,NS,"62H,63W",,SUMMIT,1,63rd Street & 74th Avenue,-87.80566527,41.77726123
219,12377,94,POINT (-87.703257221 41.691590593),111TH STREET,SPAULDING,WB,NS,112,,CHICAGO,1,111th Street & Spaulding,-87.70325722,41.69159059
220,10126,95,POINT (-87.71490598899999 41.76424748400001),71ST STREET,LAWNDALE,WB,NS,67,,CHICAGO,1,71st Street & Lawndale,-87.71490599,41.76424748
221,1758,96,POINT (-87.66292167900002 41.998238887000014),DEVON,LAKEWOOD,WB,NS,"36,151,155",,CHICAGO,1,Devon & Lakewood,-87.66292168,41.99823889
222,10879,97,POINT (-87.61255179599999 41.758512293000024),75TH STREET,EBERHART,WB,NS,75,,CHICAGO,1,75th Street & Eberhart,-87.6125518,41.75851229
223,9302,98,POINT (-87.66123382699999 41.939874832999976),BELMONT,LAKEWOOD (west leg),WB,NS,77,N77,CHICAGO,1,Belmont & Lakewood,-87.66123383,41.93987483
224,9323,99,POINT (-87.73939003200002 41.93897900799999),BELMONT,KILBOURN,WB,NS,77,N77,CHICAGO,1,Belmont & Kilbourn,-87.73939003,41.93897901
225,10892,100,POINT (-87.63842189500002 41.759892041),74TH STREET,PARNELL,WB,MT,75,,CHICAGO,1,74th Street & Parnell,-87.6384219,41.75989204
226,3285,101,POINT (-87.75083651900002 41.778315846),63RD STREET,LEAMINGTON,WB,NT,63W,,CHICAGO,1,63rd Street & Leamington,-87.75083652,41.77831585
227,17090,102,POINT (-87.61297940200001 41.76582985599998),71ST STREET,EBERHART,WB,FS,71,,CHICAGO,1,71st Street & Eberhart,-87.6129794,41.76582986
228,12181,103,POINT (-87.656980723 41.706830189000016),103RD STREET,MALTA,WB,FS,103,,CHICAGO,1,103rd Street & Malta,-87.65698072,41.70683019
229,12591,104,POINT (-87.73718560200001 41.946306203999995),ADDISON,KOSTNER,WB,MT,152,,CHICAGO,1,Addison & Kostner,-87.7371856,41.9463062
230,9354,105,POINT (-87.81638679399998 41.93801370599999),BELMONT,ORIOLE,WB,NS,77,,CHICAGO,1,Belmont & Oriole (76th Avenue),-87.81638679,41.93801371
231,12193,106,POINT (-87.679884544 41.70643623900003),103RD STREET,OAKLEY,WB,NS,103,,CHICAGO,1,103rd Street & Oakley,-87.67988454,41.70643624
232,6826,107,POINT (-87.69317542099998 41.859305758000005),16TH STREET,WASHTENAW,WB,NS,18,,CHICAGO,1,16th Street & Washtenaw,-87.69317542,41.85930576
233,148,108,POINT (-87.76154548599999 41.876612118000025),JACKSON,LOTUS,WB,FS,126,,CHICAGO,1,Jackson & Lotus,-87.76154549,41.87661212
234,12061,109,POINT (-87.66612529100001 42.00917097500002),LUNT,GLENWOOD (west leg),WB,NS,96,,CHICAGO,1,Lunt & Glenwood,-87.66612529,42.00917098
235,10128,110,POINT (-87.71966300100001 41.76415700000001),71ST STREET,SPRINGFIELD,WB,NS,67,,CHICAGO,1,71st Street & Springfield,-87.719663,41.764157
236,6836,111,POINT (-87.722299249 41.858961548000025),16TH STREET,SPRINGFIELD,WB,NS,18,,CHICAGO,1,16th Street & Springfield,-87.72229925,41.85896155
237,497,112,POINT (-87.74751849900002 41.880570589),MADISON,LAMON,WB,NS,20,N20,CHICAGO,1,Madison & Lamon,-87.7475185,41.88057059
238,15819,113,POINT (-87.680306686 41.67714069800002),119TH STREET,WESTERN,EB,FS,119,,BLUE ISLAND,1,119th Street & Western,-87.68030669,41.6771407
239,12182,114,POINT (-87.65854774000002 41.706804284999976),103RD STREET,CHARLES,WB,NS,103,,CHICAGO,1,103rd Street & Charles,-87.65854774,41.70680429
240,11898,115,POINT (-87.69890400000003 41.97756900000002),CALIFORNIA,BERWYN,NB,NS,93,,CHICAGO,1,California & Berwyn,-87.698904,41.977569
241,1522,116,POINT (-87.584424463 41.80084654799998),S HYDE PARK,5200 SOUTH,NB,MB,"6,28",,CHICAGO,1,5200 S S Hyde Park,-87.58442446,41.80084655
242,5068,117,POINT (-87.654512571 41.783166669000025),RACINE,61ST STREET,NB,NS,44,,CHICAGO,1,Racine & 61st Street,-87.65451257,41.78316667
243,14368,118,POINT (-87.69908951899998 42.03557742999999),DODGE,LEE,NB,NS,"93,206",,EVANSTON,2,Dodge & Lee,-87.69908952,42.03557743
244,9710,119,POINT (-87.78743095800002 41.99514984699999),NAGLE,HAFT,NB,NS,86,,CHICAGO,1,Nagle & Haft,-87.78743096,41.99514985
245,9074,120,POINT (-87.72469939899997 41.853679779000004),PULASKI,PINK LINE STATION,NB,MB,53,,CHICAGO,1,Pulaski Pink Line Station,-87.7246994,41.85367978
246,4435,121,POINT (-87.67391666100002 41.832565414999976),ARCHER,34TH STREET,NEB,NS,62,N62,CHICAGO,1,Archer & 34th Street,-87.67391666,41.83256542
247,6101,122,POINT (-87.664200623 41.77411853699999),ASHLAND,66TH STREET,SB,NS,9,N9,CHICAGO,1,Ashland & 66th Street,-87.66420062,41.77411854
248,10460,123,POINT (-87.74755099999999 42.03160100100001),SKOKIE BLVD,MADISON,SB,NT,54A,,SKOKIE,1,Skokie Blvd & Madison,-87.747551,42.031601
249,2868,124,POINT (-87.66561518100002 41.68824859799997),VINCENNES,MONTVALE,NEB,NS,111,,CHICAGO,1,Vincennes & Montvale,-87.66561518,41.6882486
250,3091,125,POINT (-87.70358439699999 41.79178515699999),KEDZIE,56TH STREET,SB,NS,"52,52A",,CHICAGO,1,Kedzie & 56th Street,-87.7035844,41.79178516
251,2940,126,POINT (-87.64950930999998 41.68493494500001),115TH STREET,ABERDEEN,EB,NS,115,,CHICAGO,1,115th Street & Aberdeen,-87.64950931,41.68493495
252,8147,127,POINT (-87.701566592 41.808100954),47TH STREET,ALBANY,EB,NT,47,,CHICAGO,1,47th Street & Albany,-87.70156659,41.80810095
253,9287,128,POINT (-87.65665745000001 41.939799806999986),BELMONT,SEMINARY,EB,NS,77,N77,CHICAGO,1,Belmont & Seminary,-87.65665745,41.93979981
254,9239,129,POINT (-87.79822000000001 41.93806000000001),BELMONT,NEW ENGLAND,EB,NS,77,N77,CHICAGO,1,Belmont & New England,-87.79822,41.93806
255,11935,130,POINT (-87.58795199899998 41.72220399999998),95TH STREET,1500 EAST (BLACKSTONE),EB,NS,"N5,95,100",N5,CHICAGO,1,1500 E 95th Street,-87.587952,41.722204
256,4033,131,POINT (-87.741798636 41.916927276000024),ARMITAGE,4600 WEST,EB,MB,73,,CHICAGO,1,4600 W Armitage,-87.74179864,41.91692728
257,4043,132,POINT (-87.71932437999999 41.91719359000001),ARMITAGE,LAWNDALE,EB,NS,73,,CHICAGO,1,Armitage & Lawndale,-87.71932438,41.91719359
258,8157,133,POINT (-87.682106148 41.80837501000002),47TH STREET,OAKLEY,EB,NS,"47,48",,CHICAGO,1,47th Street & Oakley,-87.68210615,41.80837501
259,9722,134,POINT (-87.80960299899999 41.96709800000002),LAWRENCE,OCTAVIA,EB,NS,81W,,HARWOOD HEIGHTS,1,Lawrence & Octavia,-87.809603,41.967098
260,7801,135,POINT (-87.697209139 41.82267976899999),PERSHING,FRANCISCO,EB,NS,39,,CHICAGO,1,Pershing & Francisco,-87.69720914,41.82267977
261,14526,136,POINT (-87.55956204799998 41.759289979000016),75TH STREET,EXCHANGE,EB,FS,71,,CHICAGO,1,75th Street & Exchange,-87.55956205,41.75928998
262,31,137,POINT (-87.703323001 41.87728800000002),JACKSON,ALBANY,EB,FS,126,,CHICAGO,1,Jackson & Albany,-87.703323,41.877288
263,9263,138,POINT (-87.74329321800002 41.938805487000025),BELMONT,KNOX (east leg),EB,NS,77,N77,CHICAGO,1,Belmont & Knox,-87.74329322,41.93880549
264,11027,139,POINT (-87.65646691699999 41.93257080000001),DIVERSEY,SEMINARY (east leg),EB,NS,76,,CHICAGO,1,Diversey & Seminary,-87.65646692,41.9325708
265,7256,140,POINT (-87.54698928200003 41.730031800999996),91ST STREET,BRANDON,EB,NS,"26,30",,CHICAGO,1,91st Street & Brandon,-87.54698928,41.7300318
266,9957,141,POINT (-87.71292125999997 41.684019920000026),115TH STREET,LAWNDALE,EB,NS,52A,,UNINCORPORATED,1,115th Street & Lawndale,-87.71292126,41.68401992
267,9614,142,POINT (-87.77406269099998 41.86722455400002),FILLMORE,AUSTIN,EB,FS,91,,CHICAGO,1,Fillmore & Austin,-87.77406269,41.86722455
268,8043,143,POINT (-87.633645 41.81899600000003),ROOT,PRINCETON (west leg),EB,NS,43,,CHICAGO,1,Root & Princeton,-87.633645,41.818996
269,12680,144,POINT (-87.68505817200003 42.04840130399998),CHURCH,MAPLE (east leg),EB,NT,"201,205",,EVANSTON,2,Church & Maple,-87.68505817,42.0484013
270,2881,145,POINT (-87.64005435299998 41.69232492499998),111TH STREET,UNION,EB,NS,111,,CHICAGO,1,111th Street & Union,-87.64005435,41.69232493
271,15423,146,POINT (-87.744729656 42.06231541599999),OLD ORCHARD RD,4700 WEST,EB,MB,201,,EVANSTON,1,4700 W Old Orchard Rd,-87.74472966,42.06231542
272,185,147,POINT (-87.693779 41.873755001000006),HARRISON,WASHTENAW,EB,NS,7,,CHICAGO,1,Harrison & Washtenaw,-87.693779,41.873755
273,10938,148,POINT (-87.60793921499999 41.75847933900002),75TH STREET,LANGLEY,EB,NS,75,,CHICAGO,1,75th Street & Langley,-87.60793922,41.75847934
274,6753,149,POINT (-87.69079679999999 41.85925239900001),16TH STREET,ROCKWELL,EB,NS,18,,CHICAGO,1,16th Street & Rockwell,-87.6907968,41.8592524
275,12472,150,POINT (-87.81970600099999 41.94516900100001),ADDISON,OVERHILL,EB,NS,152,,CHICAGO,1,Addison & Overhill,-87.819706,41.945169
276,9442,151,POINT (-87.55430103999998 41.73728794700003),87TH STREET,ESCANABA (west leg),EB,NS,87,,CHICAGO,1,87th Street & Escanaba,-87.55430104,41.73728795
277,11447,152,POINT (-87.70749485300001 41.99028091600002),PETERSON,LINCOLN,EB,NS,84,,CHICAGO,1,Peterson & Lincoln,-87.70749485,41.99028092
278,1732,153,POINT (-87.68267388599998 41.99774721900002),DEVON,HOYNE,EB,NS,155,,CHICAGO,1,Devon & Hoyne,-87.68267389,41.99774722
279,9968,154,POINT (-87.70087199900001 41.69512900000001),KEDZIE,109TH STREET,NB,NS,52A,,CHICAGO,1,Kedzie & 109th Street,-87.700872,41.695129
280,11915,155,POINT (-87.69969500000002 42.00836399999997),CALIFORNIA,LUNT,NB,NS,93,,CHICAGO,1,California & Lunt,-87.699695,42.008364
281,2169,156,POINT (-87.61693353700002 41.83494989899998),KING DRIVE,33RD STREET,NB,FS,3,,CHICAGO,1,King Drive & 33rd Street,-87.61693354,41.8349499
282,9970,157,POINT (-87.70100500000001 41.69878499999999),KEDZIE,107TH STREET,NB,NS,52A,,CHICAGO,1,Kedzie & 107th Street,-87.701005,41.698785
283,13126,158,POINT (-87.69019555400001 42.026828145000025),OAKTON,ASBURY,WB,FS,206,,EVANSTON,2,Oakton & Asbury,-87.69019555,42.02682815
284,11495,159,POINT (-87.71078294 41.99047014400003),PETERSON,JERSEY,WB,NS,84,,CHICAGO,1,Peterson & Jersey,-87.71078294,41.99047014
285,4551,160,POINT (-87.77438402899998 41.79255036500001),55TH STREET,MEADE,WB,NS,55N,,CHICAGO,1,55th Street & Meade,-87.77438403,41.79255037
286,9510,161,POINT (-87.67587425800002 41.73572282800001),87TH STREET,driveway opp. LONGWOOD,WB,NS,87,N87,CHICAGO,1,87th Street & Longwood,-87.67587426,41.73572283
287,3294,162,POINT (-87.76889930099998 41.77797234899998),63RD STREET,MAYFIELD,WB,NS,63W,,CHICAGO,1,63rd Street & Mayfield,-87.7688993,41.77797235
288,234,163,POINT (-87.71961416800002 41.87450948700001),CONGRESS,HAMLIN/INDEPENDENCE,WB,NS,"7,126",,CHICAGO,1,Congress & Hamlin/Independence,-87.71961417,41.87450949
289,9523,164,POINT (-87.71645346999998 41.735036014),87TH STREET,HAMLIN,WB,NS,87,,CHICAGO,1,87th Street & Hamlin,-87.71645347,41.73503601
290,947,165,POINT (-87.682227695 41.91049688200002),NORTH AVENUE,LEAVITT,WB,NS,72,,CHICAGO,1,North Ave & Leavitt,-87.6822277,41.91049688
291,2630,166,POINT (-87.60505166899998 41.75135690100001),79TH STREET,COTTAGE GROVE,WB,NS,79,N79,CHICAGO,1,79th Street & Cottage Grove,-87.60505167,41.7513569
292,10830,167,POINT (-87.58570300000002 41.76619699999998),71ST STREET,STONY ISLAND,WB,NS,71,,CHICAGO,1,71st Street & Stony Island,-87.585703,41.766197
293,142,168,POINT (-87.74934028400003 41.876803929000005),JACKSON,LAVERGNE,WB,FS,126,,CHICAGO,1,Jackson & Lavergne,-87.74934028,41.87680393
294,5736,169,POINT (-87.79076285899998 41.952915339000015),IRVING PARK,NEENAH,WB,NT,80,,CHICAGO,1,Irving Park & Neenah,-87.79076286,41.95291534
295,4203,170,POINT (-87.696002125 41.873692817999995),CALIFORNIA,HARRISON,NB,NS,94,,CHICAGO,1,California & Harrison,-87.69600213,41.87369282
296,15303,171,POINT (-87.696180959 41.87358674000001),CALIFORNIA,HARRISON,SB,FS,94,,CHICAGO,1,California & Harrison,-87.69618096,41.87358674
297,4197,172,POINT (-87.69578135199998 41.866349781),CALIFORNIA,ROOSEVELT,NB,NS,94,,CHICAGO,1,California & Roosevelt,-87.69578135,41.86634978
298,3323,173,POINT (-87.74683541500002 41.774737800000025),65TH STREET,LAVERGNE (east leg),WB,NS,165,,CHICAGO,1,65th Street & Lavergne,-87.74683542,41.7747378
299,13085,174,POINT (-87.71271870499999 41.78616725500001),59TH STREET,CENTRAL PARK,WB,NS,59,,CHICAGO,1,59th Street & Central Park,-87.71271871,41.78616726
300,1536,175,POINT (-87.60785102 41.802288137999994),51ST STREET,EVANS,WB,NS,15,,CHICAGO,1,51st Street & Evans,-87.60785102,41.80228814
301,5683,176,POINT (-87.672089422 41.95435275699998),IRVING PARK,HERMITAGE (east leg),WB,NS,80,,CHICAGO,1,Irving Park & Hermitage,-87.67208942,41.95435276
302,7262,177,POINT (-87.53818992800001 41.724798023999995),EWING,94TH STREET,SB,MT,"26,30",,CHICAGO,1,Ewing & 94th Street,-87.53818993,41.72479802
303,7261,178,POINT (-87.540050522 41.72664459700002),EWING,9320 SOUTH (BRIDGE),SB,MB,"26,30",,CHICAGO,1,9320 S Ewing,-87.54005052,41.7266446
304,5064,179,POINT (-87.65435300000001 41.77773100000002),RACINE,64TH STREET,NB,NS,44,,CHICAGO,1,Racine & 64th Street,-87.654353,41.777731
305,7583,180,POINT (-87.60506921500001 41.655717891999984),LANGLEY,132ND STREET,NB,NS,34,,CHICAGO,1,Langley & 132nd Street,-87.60506922,41.65571789
306,6493,181,POINT (-87.632022 41.85108700000001),WENTWORTH,23RD STREET,SB,NS,24,,CHICAGO,1,Wentworth & 23rd Street,-87.632022,41.851087
307,16195,182,POINT (-87.661385816 41.852493552),CERMAK,LOOMIS,WB,FS,21,,CHICAGO,1,Cermak & Loomis,-87.66138582,41.85249355
308,6944,183,POINT (-87.65149100000002 41.852502000000015),CERMAK,MORGAN,EB,NS,21,,CHICAGO,1,Cermak & Morgan,-87.651491,41.852502
309,12527,184,POINT (-87.68847434000003 41.946659899),ADDISON,WESTERN,EB,NS,152,,CHICAGO,1,Addison & Western,-87.68847434,41.9466599
310,14515,185,POINT (-87.72091556999999 41.89533979599997),CHICAGO,HAMLIN,EB,FS,66,N66,CHICAGO,1,Chicago & Hamlin,-87.72091557,41.8953398
311,12400,186,POINT (-87.68375799900002 41.691708000999995),111TH STREET,CAMPBELL,EB,NS,112,,CHICAGO,1,111th Street & Campbell,-87.683758,41.691708
312,413,187,POINT (-87.713819635 41.880813878000026),MADISON,ST. LOUIS,EB,NS,20,N20,CHICAGO,1,Madison & St. Louis,-87.71381964,41.88081388
313,4032,188,POINT (-87.74379199999998 41.916901000999985),ARMITAGE,KILPATRICK,EB,NS,73,,CHICAGO,1,Armitage & Kilpatrick,-87.743792,41.916901
314,5597,189,POINT (-87.823715607 41.952287884999976),IRVING PARK,CEMETERY ENTRANCE (7900W),EB,MB,80,,CHICAGO,1,Acacia Park Cemetery,-87.82371561,41.95228789
315,14702,190,POINT (-87.722791707 42.05521183000002),GOLF ROAD,HAMLIN,EB,NS,205,,EVANSTON,2,Golf Road & Hamlin,-87.72279171,42.05521183
316,403,191,POINT (-87.74070499999999 41.88047499999999),MADISON,KENTON (west leg),EB,NS,20,N20,CHICAGO,1,Madison & Kenton,-87.740705,41.880475
